release_date,movie,production_budget,domestic_gross,worldwide_gross,approx_profit,approx_profit_perc,year_of_release,month_of_release
2016-06-03,time to choose,3500000,29233,29233,-3470767,-99.16,2016,6
2009-06-26,surveillance,3500000,27349,1396395,-2103605,-60.1,2009,6
1999-09-17,taxman,3500000,9871,9871,-3490129,-99.72,1999,9
2013-05-17,jagten,3450000,687185,18309793,14859793,430.72,2013,5
2005-06-24,la marche de l'empereur,3400000,77437223,133276359,129876359,3819.89,2005,6
1977-12-23,high anxiety,3400000,31063038,31063038,27663038,813.62,1977,12
2011-10-21,margin call,3400000,5353586,20433227,17033227,500.98,2011,10
2008-09-26,choke,3400000,2926565,4124277,724277,21.3,2008,9
2004-04-23,l\'incomparable mademoiselle c.,3400000,493905,493905,-2906095,-85.47,2004,4
2008-07-11,august,3400000,12636,12636,-3387364,-99.63,2008,7
2014-10-10,whiplash,3300000,13092006,38969037,35669037,1080.88,2014,10
2007-10-26,bella,3300000,8093373,12405473,9105473,275.92,2007,10
2003-01-17,cidade de deus,3300000,7563397,32059295,28759295,871.49,2003,1
2000-05-05,human traffic,3300000,104257,5422740,2122740,64.33,2000,5
2006-12-29,the dead girl,3300000,19875,19875,-3280125,-99.4,2006,12
1983-11-18,a christmas story,3250000,20605209,20605209,17355209,534.01,1983,11
1982-08-20,class of 1984,3250000,6965361,6965361,3715361,114.32,1982,8
2009-01-30,entre les murs,3250000,3766810,34114067,30864067,949.66,2009,1
1999-10-29,dreaming of joseph lees,3250000,7680,7680,-3242320,-99.76,1999,10
1968-06-12,rosemary's baby,3200000,33395426,33395426,30195426,943.61,1968,6
2018-07-06,sorry to bother you,3200000,17493096,18285560,15085560,471.42,2018,7
1962-04-22,the man who shot liberty valance,3200000,8000000,8000000,4800000,150.0,1962,4
2004-07-16,maria full of grace,3200000,6529624,14441158,11241158,351.29,2004,7
2011-06-03,beginners,3200000,5790894,14314407,11114407,347.33,2011,6
2016-04-22,the meddler,3200000,4267219,5526942,2326942,72.72,2016,4
2009-07-29,adam,3200000,2283291,2834485,-365515,-11.42,2009,7
2006-09-22,feast,3200000,56131,690872,-2509128,-78.41,2006,9
1946-12-20,itâs a wonderful life,3180000,6600000,10768908,7588908,238.64,1946,12
1996-07-19,trainspotting,3100000,16501785,71558971,68458971,2208.35,1996,7
1978-07-28,national lampoon's animal house,3000000,141600000,141600000,138600000,4620.0,1978,7
2010-10-20,paranormal activity 2,3000000,84752907,177512032,174512032,5817.07,2010,10
2015-08-28,war room,3000000,67790117,73975239,70975239,2365.84,2015,8
2013-06-07,the purge,3000000,64473115,91266581,88266581,2942.22,2013,6
1964-12-22,goldfinger,3000000,51100000,124900000,121900000,4063.33,1964,12
2012-10-12,sinister,3000000,48086903,87727807,84727807,2824.26,2012,10
2000-08-18,the original kings of comedy,3000000,38168022,38236338,35236338,1174.54,2000,8
1957-12-18,the bridge on the river kwai,3000000,33300000,33300000,30300000,1010.0,1957,12
1978-01-01,coming home,3000000,32653000,32653000,29653000,988.43,1978,1
1998-11-20,waking ned devine,3000000,24793251,55193251,52193251,1739.78,1998,11
1997-08-01,air bud,3000000,24646936,27788649,24788649,826.29,1997,8
2002-10-11,bowling for columbine,3000000,21576018,58240487,55240487,1841.35,2002,10
1985-11-01,a nightmare on elm street part 2: freddy's revenge,3000000,21163999,21163999,18163999,605.47,1985,11
1986-03-07,a room with a view,3000000,20966644,20966644,17966644,598.89,1986,3
1975-06-10,love and death,3000000,20123742,20123742,17123742,570.79,1975,6
1986-08-01,friday the 13th part vi: jason lives,3000000,19472057,19472057,16472057,549.07,1986,8
2002-08-02,martin lawrence live: runteldat,3000000,19184820,19184820,16184820,539.49,2002,8
1960-06-15,the apartment,3000000,18600000,24600000,21600000,720.0,1960,6
1958-09-20,cat on a hot tin roof,3000000,17570324,17570324,14570324,485.68,1958,9
1970-05-26,beneath the planet of the apes,3000000,17489009,17489009,14489009,482.97,1970,5
2001-04-06,pokemon 3: the movie,3000000,17052128,68452128,65452128,2181.74,2001,4
1993-08-13,jason goes to hell: the final friday,3000000,15935068,15935068,12935068,431.17,1993,8
1990-04-27,spaced invaders,3000000,15000000,15000000,12000000,400.0,1990,4
1976-04-09,family plot,3000000,13200000,13200000,10200000,340.0,1976,4
1966-07-16,torn curtain,3000000,13000000,13000000,10000000,333.33,1966,7
2018-06-01,upgrade,3000000,11977130,16553285,13553285,451.78,2018,6
2006-03-03,dave chappelle's block party,3000000,11718595,12051924,9051924,301.73,2006,3
1985-10-25,krush groove,3000000,11052713,11052713,8052713,268.42,1985,10
1960-07-07,elmer gantry,3000000,10400000,10400000,7400000,246.67,1960,7
2009-05-08,next day air,3000000,10027047,10172519,7172519,239.08,2009,5
1961-12-19,judgment at nuremberg,3000000,10000000,10000000,7000000,233.33,1961,12
1998-11-04,belly,3000000,9639390,9639390,6639390,221.31,1998,11
1999-05-12,trippinâ,3000000,9017070,9017070,6017070,200.57,1999,5
1948-08-26,red river,3000000,9012000,9012000,6012000,200.4,1948,8
2001-08-08,the deep end,3000000,8823109,9981635,6981635,232.72,2001,8
2013-05-24,before midnight,3000000,8110621,23251930,20251930,675.06,2013,5
1987-11-20,teen wolf too,3000000,7888000,7888000,4888000,162.93,1987,11
2009-07-31,the collector,3000000,7712114,10473836,7473836,249.13,2009,7
1988-07-08,phantasm ii,3000000,7282851,7282851,4282851,142.76,1988,7
2017-10-27,let there be light,3000000,7233471,7241309,4241309,141.38,2017,10
2006-04-07,phat girlz,3000000,7061128,7301115,4301115,143.37,2006,4
2004-10-01,woman thou art loosed,3000000,6879730,6879730,3879730,129.32,2004,10
2002-10-18,real women have curves,3000000,5853194,7777790,4777790,159.26,2002,10
1981-08-28,gallipoli,3000000,5732587,5732587,2732587,91.09,1981,8
2006-04-28,water,3000000,5529144,11322573,8322573,277.42,2006,4
2016-07-22,donât think twice,3000000,4417983,4417983,1417983,47.27,2016,7
2016-06-24,swiss army man,3000000,4210454,5837111,2837111,94.57,2016,6
2000-04-14,east is east,3000000,4170647,30438635,27438635,914.62,2000,4
2000-09-01,whipped,3000000,4142507,4142507,1142507,38.08,2000,9
1997-02-28,kama sutra,3000000,4109095,4109095,1109095,36.97,1997,2
2013-05-17,frances ha,3000000,4067398,11262769,8262769,275.43,2013,5
2010-04-30,please give,3000000,4033574,4570178,1570178,52.34,2010,4
1971-06-30,willy wonka & the chocolate factory,3000000,4000000,4000000,1000000,33.33,1971,6
1993-09-24,warlock: the armageddon,3000000,3902679,3902679,902679,30.09,1993,9
1997-04-18,8 heads in a duffel bag,3000000,3602884,4002884,1002884,33.43,1997,4
1978-09-13,days of heaven,3000000,3446749,3660880,660880,22.03,1978,9
2002-05-24,thirteen conversations about one thing,3000000,3287435,3705923,705923,23.53,2002,5
2016-04-22,compadres,3000000,3127773,7445044,4445044,148.17,2016,4
1999-02-19,jawbreaker,3000000,3076820,3076820,76820,2.56,1999,2
1996-08-09,basquiat,3000000,2962051,2962051,-37949,-1.26,1996,8
2006-02-24,tsotsi,3000000,2912606,11537539,8537539,284.58,2006,2
2010-04-09,letters to god,3000000,2848587,3237452,237452,7.92,2010,4
1998-10-16,happiness,3000000,2746453,5746453,2746453,91.55,1998,10
2003-04-04,dysfunktional family,3000000,2255000,2255000,-745000,-24.83,2003,4
2014-09-19,tusk,3000000,1821983,1887554,-1112446,-37.08,2014,9
2017-05-12,the wall,3000000,1803064,4495262,1495262,49.84,2017,5
2003-10-24,elephant,3000000,1266955,10051516,7051516,235.05,2003,10
2012-04-06,damsels in distress,3000000,1007535,1324299,-1675701,-55.86,2012,4
2005-03-25,oldboy,3000000,707391,6239723,3239723,107.99,2005,3
2011-05-06,hobo with a shotgun,3000000,703372,834953,-2165047,-72.17,2011,5
2015-05-08,the d train,3000000,669688,772366,-2227634,-74.25,2015,5
2012-09-07,bachelorette,3000000,446770,12577401,9577401,319.25,2012,9
2010-01-15,fish tank,3000000,374675,5922292,2922292,97.41,2010,1
2008-09-05,everybody wants to be italian,3000000,351416,351416,-2648584,-88.29,2008,9
2011-09-09,creature,3000000,331000,331000,-2669000,-88.97,2011,9
2016-12-09,the bounce back,3000000,321910,421404,-2578596,-85.95,2016,12
1996-08-23,freeway,3000000,295493,295493,-2704507,-90.15,1996,8
2006-10-06,love's abiding joy,3000000,252726,252726,-2747274,-91.58,2006,10
1993-02-12,dead alive,3000000,242623,242623,-2757377,-91.91,1993,2
2010-10-01,chain letter,3000000,205842,1022453,-1977547,-65.92,2010,10
2012-03-02,tim and eric's billion dollar movie,3000000,201436,223652,-2776348,-92.54,2012,3
2007-11-09,holly,3000000,163069,163069,-2836931,-94.56,2007,11
2010-03-26,the eclipse,3000000,133411,133411,-2866589,-95.55,2010,3
2008-03-21,the grand,3000000,115879,115879,-2884121,-96.14,2008,3
2006-03-17,sommersturm,3000000,95204,95204,-2904796,-96.83,2006,3
2014-08-15,fort mccoy,3000000,78948,78948,-2921052,-97.37,2014,8
1999-08-04,the gambler,3000000,51773,101773,-2898227,-96.61,1999,8
2000-10-13,just looking,3000000,39852,39852,-2960148,-98.67,2000,10
2015-09-04,before we go,3000000,37151,483938,-2516062,-83.87,2015,9
2012-01-13,the divide,3000000,18000,156362,-2843638,-94.79,2012,1
2011-09-09,tanner hall,3000000,5073,5073,-2994927,-99.83,2011,9
2005-09-30,my big fat independent movie,3000000,4655,4655,-2995345,-99.84,2005,9
1946-01-18,the harvey girls,2931000,4100000,4100000,1169000,39.88,1946,1
1950-02-15,cinderella,2900000,85000000,263591415,260691415,8989.36,1950,2
1998-11-20,central do brasil,2900000,5969553,17006158,14106158,486.42,1998,11
1961-12-19,pocketful of miracles,2900000,5000000,5000000,2100000,72.41,1961,12
2006-03-24,boynton beach club,2900000,3127472,3127472,227472,7.84,2006,3
2010-10-01,freakonomics,2900000,101270,172867,-2727133,-94.04,2010,10
2011-08-19,griff the invisible,2900000,20778,25935,-2874065,-99.11,2011,8
1959-03-29,some like it hot,2883848,25000000,25019542,22135694,767.57,1959,3
2005-06-10,high tension,2850000,3681066,6435262,3585262,125.8,2005,6
1974-12-15,young frankenstein,2800000,86300000,86300000,83500000,2982.14,1974,12
1976-06-25,the omen,2800000,48570885,48570885,45770885,1634.67,1976,6
2005-07-22,hustle & flow,2800000,22202809,23591783,20791783,742.56,2005,7
1988-05-13,friday the 13th part vii: the new blood,2800000,19170001,19170001,16370001,584.64,1988,5
2006-09-15,artie lange's beer league,2800000,475000,475000,-2325000,-83.04,2006,9
1939-08-25,the wizard of oz,2777000,34063405,34305476,31528476,1135.34,1939,8
2008-02-15,diary of the dead,2750000,952620,5394447,2644447,96.16,2008,2
1979-10-17,the black stallion,2700000,37799643,37799643,35099643,1299.99,1979,10
1997-06-13,ulee's gold,2700000,9054736,15600000,12900000,477.78,1997,6
2018-10-26,indivisible,2700000,3511417,3588305,888305,32.9,2018,10
2006-09-01,lage raho munna bhai,2700000,2217561,31517561,28817561,1067.32,2006,9
1963-06-12,donovan's reef,2686000,6600000,6600000,3914000,145.72,1963,6
1998-01-16,the dress,2650000,16556,16556,-2633444,-99.38,1998,1
1943-12-24,a guy named joe,2627000,5363000,5363000,2736000,104.15,1943,12
1974-02-07,blazing saddles,2600000,119500000,119500000,116900000,4496.15,1974,2
1984-04-13,friday the 13th part iv: the final chapter,2600000,32980880,32980880,30380880,1168.5,1984,4
2014-05-02,ida,2600000,3827060,15298355,12698355,488.4,2014,5
1987-01-01,maurice,2600000,3147950,3198308,598308,23.01,1987,1
2004-07-09,riding giants,2600000,2276368,3292333,692333,26.63,2004,7
2008-12-12,los cronocrã­menes,2600000,39127,564474,-2035526,-78.29,2008,12
1952-04-10,singin' in the rain,2540000,7200000,7200000,4660000,183.46,1952,4
2013-01-11,a haunted house,2500000,40041683,59922558,57422558,2296.9,2013,1
2012-07-13,2016: obamaâs america,2500000,33349941,33349941,30849941,1234.0,2012,7
2013-07-03,kevin hart: let me explain,2500000,32244051,32327255,29827255,1193.09,2013,7
2004-07-28,garden state,2500000,26782316,36028802,33528802,1341.15,2004,7
1996-10-04,that thing you do!,2500000,25857416,34557416,32057416,1282.3,1996,10
1981-10-30,halloween ii,2500000,25533818,25533818,23033818,921.35,1981,10
1982-10-22,halloween 3: season of the witch,2500000,14400000,14400000,11900000,476.0,1982,10
2008-10-01,religulous,2500000,13011160,13881317,11381317,455.25,2008,10
1971-01-01,escape from the planet of the apes,2500000,12300000,12300000,9800000,392.0,1971,1
1963-05-29,hud,2500000,10000000,10000000,7500000,300.0,1963,5
2013-08-02,the spectacular now,2500000,6852971,6916951,4416951,176.68,2013,8
1991-09-29,my own private idaho,2500000,6401336,6401336,3901336,156.05,1991,9
1995-01-27,before sunrise,2500000,5274005,5690220,3190220,127.61,1995,1
2016-06-24,hunt for the wilderpeople,2500000,5205471,23845533,21345533,853.82,2016,6
2012-08-17,robot & frank,2500000,3317468,4934356,2434356,97.37,2012,8
2003-10-03,sur le seuil,2500000,2013052,2013052,-486948,-19.48,2003,10
2000-06-16,jesus' son,2500000,1282084,1687548,-812452,-32.5,2000,6
2005-05-27,saving face,2500000,1187266,1269705,-1230295,-49.21,2005,5
2008-06-20,brick lane,2500000,1094998,3838486,1338486,53.54,2008,6
2013-03-01,the lost medallion: the adventures of billy stone,2500000,549632,549632,-1950368,-78.01,2013,3
2003-09-26,my life without me,2500000,432360,12267275,9767275,390.69,2003,9
2006-03-31,marilyn hotchkiss' ballroom dancing and charm school,2500000,349132,497195,-2002805,-80.11,2006,3
2011-04-01,super,2500000,327716,593933,-1906067,-76.24,2011,4
2008-11-14,fuel,2500000,174255,174255,-2325745,-93.03,2008,11
2010-04-09,valley of the hearts delight,2500000,118666,118666,-2381334,-95.25,2010,4
2008-10-31,the other end of the line,2500000,115504,507446,-1992554,-79.7,2008,10
2010-06-18,8: the mormon proposition,2500000,100280,100280,-2399720,-95.99,2010,6
2009-04-17,sleep dealer,2500000,80136,108907,-2391093,-95.64,2009,4
2007-08-24,eye of the dolphin,2500000,72210,72260,-2427740,-97.11,2007,8
2013-08-16,underdogs,2500000,35017,1392649,-1107351,-44.29,2013,8
2000-09-08,anatomie,2500000,9598,9598,-2490402,-99.62,2000,9
2011-05-13,go for it!,2450000,180237,182358,-2267642,-92.56,2011,5
1996-10-16,get on the bus,2400000,5691854,5691854,3291854,137.16,1996,10
2007-01-05,thr3e,2400000,1008849,1420418,-979582,-40.82,2007,1
2006-09-01,idiocracy,2400000,444093,500296,-1899704,-79.15,2006,9
2007-07-25,this is england,2380000,327919,8739576,6359576,267.21,2007,7
1944-06-27,bathing beauty,2361000,3500000,3500000,1139000,48.24,1944,6
2015-03-20,do you believe?,2300000,12985600,14304931,12004931,521.95,2015,3
1951-07-17,show boat,2300000,11000000,11000000,8700000,378.26,1951,7
1998-05-01,"dancer, texas pop. 81",2300000,574838,574838,-1725162,-75.01,1998,5
2014-09-05,frontera,2300000,59696,59696,-2240304,-97.4,2014,9
2011-08-26,redemption road,2300000,29384,29384,-2270616,-98.72,2011,8
1940-02-09,pinocchio,2289247,84300000,84300000,82010753,3582.43,1940,2
1940-11-13,fantasia,2280000,83320000,83320000,81040000,3554.39,1940,11
1982-08-13,friday the 13th part 3,2250000,36690067,36690067,34440067,1530.67,1982,8
1971-10-09,the french connection,2200000,41158757,41158757,38958757,1770.85,1971,10
1985-03-22,friday the 13th part v: a new beginning,2200000,21930418,21930418,19730418,896.84,1985,3
2007-02-09,the last sin eater,2200000,388390,388390,-1811610,-82.35,2007,2
1945-05-03,the valley of decision,2160000,9132000,9132000,6972000,322.78,1945,5
1946-11-21,the best years of our lives,2100000,23600000,23600000,21500000,1023.81,1946,11
2001-07-13,bully,2100000,881824,1381824,-718176,-34.2,2001,7
2002-05-29,elling,2100000,313436,313436,-1786564,-85.07,2002,5
2016-10-16,mi america,2100000,3330,3330,-2096670,-99.84,2016,10
2011-09-30,courageous,2000000,34522221,35185884,33185884,1659.29,2011,9
1964-04-08,from russia with love,2000000,24800000,78900000,76900000,3845.0,1964,4
1982-05-21,mad max 2: the road warrior,2000000,24600832,24600832,22600832,1130.04,1982,5
1946-08-15,notorious,2000000,24464742,24464742,22464742,1123.24,1946,8
1967-08-02,in the heat of the night,2000000,24379978,24407647,22407647,1120.38,1967,8
1973-12-17,sleeper,2000000,18344729,18344729,16344729,817.24,1973,12
1972-08-11,everything you always wanted to know,2000000,18016290,18016290,16016290,800.81,1972,8
2015-03-13,it follows,2000000,14674077,23250755,21250755,1062.54,2015,3
2018-07-13,eighth grade,2000000,13539710,14341016,12341016,617.05,2018,7
1962-12-25,to kill a mockingbird,2000000,13129846,13129846,11129846,556.49,1962,12
2012-03-09,silent house,2000000,12739737,16610760,14610760,730.54,2012,3
1999-10-08,boys don't cry,2000000,11540607,20741000,18741000,937.05,1999,10
2007-02-09,das leben der anderen,2000000,11284657,81197047,79197047,3959.85,2007,2
2016-04-08,hardcore henry,2000000,9252038,17187434,15187434,759.37,2016,4
1962-06-13,lolita,2000000,9250000,9250000,7250000,362.5,1962,6
1940-08-30,boom town,2000000,9172000,9172000,7172000,358.6,1940,8
1947-11-11,gentleman's agreement,2000000,7800000,7800000,5800000,290.0,1947,11
1961-09-25,the hustler,2000000,7600000,7600000,5600000,280.0,1961,9
1986-12-31,witchboard,2000000,7369373,7369373,5369373,268.47,1986,12
2003-11-26,les triplettes de belleville,2000000,7301288,17403168,15403168,770.16,2003,11
1998-06-26,smoke signals,2000000,6719300,7756617,5756617,287.83,1998,6
2010-06-11,winter's bone,2000000,6531503,16131551,14131551,706.58,2010,6
2014-10-10,meet the mormons,2000000,6047363,6049171,4049171,202.46,2014,10
2003-08-15,american splendor,2000000,6003587,8685632,6685632,334.28,2003,8
2017-10-06,the florida project,2000000,5904366,11295324,9295324,464.77,2017,10
2017-08-25,all saints,2000000,5802208,5941994,3941994,197.1,2017,8
2004-07-02,before sunset,2000000,5792822,11217346,9217346,460.87,2004,7
2001-03-30,amores perros,2000000,5383834,20883834,18883834,944.19,2001,3
2003-08-20,thirteen,2000000,4601043,9505996,7505996,375.3,2003,8
2004-01-23,touching the void,2000000,4593598,15396525,13396525,669.83,2004,1
2010-10-08,inside job,2000000,4311834,7799257,5799257,289.96,2010,10
1938-05-24,alexander's ragtime band,2000000,4000000,4000000,2000000,100.0,1938,5
2005-06-17,me and you and everyone we know,2000000,3885134,9615464,7615464,380.77,2005,6
2015-08-28,we are your friends,2000000,3591417,10153415,8153415,407.67,2015,8
2006-11-10,harsh times,2000000,3337931,6225304,4225304,211.27,2006,11
2000-03-03,ghost dog: the way of the samurai,2000000,3330230,10672492,8672492,433.62,2000,3
2015-09-18,captive,2000000,2583301,2791973,791973,39.6,2015,9
2002-08-02,full frontal,2000000,2512846,3438804,1438804,71.94,2002,8
2018-06-08,hearts beat loud,2000000,2386254,2420962,420962,21.05,2018,6
2017-01-20,the resurrection of gavin stone,2000000,2303792,2303792,303792,15.19,2017,1
2008-12-25,waltz with bashir,2000000,2283849,13912289,11912289,595.61,2008,12
2006-06-28,strangers with candy,2000000,2072645,2077844,77844,3.89,2006,6
1992-03-01,night on earth,2000000,2015000,2022893,22893,1.14,1992,3
1993-01-29,nemesis,2000000,2001124,2001124,1124,0.06,1993,1
2006-10-04,shortbus,2000000,1985292,1985292,-14708,-0.74,2006,10
2008-05-02,son of rambow: a home movie,2000000,1785505,11263263,9263263,463.16,2008,5
2003-09-12,"the book of mormon movie, volume 1: the journey",2000000,1660865,1660865,-339135,-16.96,2003,9
2000-05-12,hamlet,2000000,1577287,2419669,419669,20.98,2000,5
2015-08-07,the diary of a teenage girl,2000000,1477002,2279959,279959,14.0,2015,8
2007-07-27,no end in sight,2000000,1433319,1433319,-566681,-28.33,2007,7
2014-04-25,locke,2000000,1370646,2088390,88390,4.42,2014,4
1999-04-30,get real,2000000,1152411,1152411,-847589,-42.38,1999,4
2007-09-07,in the shadow of the moon,2000000,1134358,2175587,175587,8.78,2007,9
2011-04-08,meek's cutoff,2000000,977772,1869928,-130072,-6.5,2011,4
2014-11-28,the babadook,2000000,950792,7482387,5482387,274.12,2014,11
2005-02-11,inside deep throat,2000000,691880,691880,-1308120,-65.41,2005,2
2001-09-28,dinner rush,2000000,638227,1075504,-924496,-46.22,2001,9
2010-09-24,the virginity hit,2000000,636706,636706,-1363294,-68.16,2010,9
1998-05-15,clockwatchers,2000000,537948,539961,-1460039,-73.0,1998,5
1985-11-06,subway,2000000,390659,1663296,-336704,-16.84,1985,11
2005-04-15,house of d,2000000,388532,466106,-1533894,-76.69,2005,4
2008-01-18,teeth,2000000,347578,2350641,350641,17.53,2008,1
1996-07-26,stonewall,2000000,304602,304602,-1695398,-84.77,1996,7
2006-09-08,sherrybaby,2000000,199176,759504,-1240496,-62.02,2006,9
2015-02-13,the last five years,2000000,147299,205298,-1794702,-89.74,2015,2
1998-09-18,six-string samurai,2000000,134624,134624,-1865376,-93.27,1998,9
2000-05-26,hum to mohabbt karega,2000000,121807,121807,-1878193,-93.91,2000,5
2005-04-15,it's all gone pete tong,2000000,120620,2226603,226603,11.33,2005,4
2010-01-29,saint john of las vegas,2000000,102645,102645,-1897355,-94.87,2010,1
1998-04-15,24 7: twenty four seven,2000000,72544,72544,-1927456,-96.37,1998,4
2014-09-19,pump,2000000,72277,72277,-1927723,-96.39,2014,9
2008-10-24,roadside romeo,2000000,55202,2046090,46090,2.3,2008,10
2001-05-04,eureka,2000000,49388,76654,-1923346,-96.17,2001,5
2015-04-07,lost river,2000000,45431,2009644,9644,0.48,2015,4
2003-07-18,this thing of ours,2000000,37227,37227,-1962773,-98.14,2003,7
2015-10-09,knock knock,2000000,36336,6328516,4328516,216.43,2015,10
2017-02-03,growing up smith,2000000,35312,35312,-1964688,-98.23,2017,2
2009-03-20,super capers,2000000,30955,30955,-1969045,-98.45,2009,3
1993-01-01,return of the living dead 3,2000000,21000,21000,-1979000,-98.95,1993,1
2009-11-20,the missing person,2000000,17896,17896,-1982104,-99.11,2009,11
2012-10-19,the first time,2000000,17061,17061,-1982939,-99.15,2012,10
2006-02-10,london,2000000,12667,12667,-1987333,-99.37,2006,2
2010-08-27,circle,2000000,10024,10024,-1989976,-99.5,2010,8
2008-10-31,eden lake,2000000,7321,4294373,2294373,114.72,2008,10
2010-06-11,jerusalema,2000000,7294,10679,-1989321,-99.47,2010,6
2006-06-23,say uncle,2000000,5361,5361,-1994639,-99.73,2006,6
2013-09-13,plush,2000000,3080,28864,-1971136,-98.56,2013,9
2012-10-26,the ghastly love of johnny x,2000000,2436,2436,-1997564,-99.88,2012,10
2010-09-24,buried,1987650,1044143,21270290,19282640,970.12,2010,9
1987-05-08,river's edge,1900000,4600000,4600000,2700000,142.11,1987,5
2008-07-25,man on wire,1900000,2962242,5617067,3717067,195.64,2008,7
2010-10-08,nowhere boy,1900000,1445366,7785229,5885229,309.75,2010,10
2003-07-11,northfork,1900000,1420578,1445140,-454860,-23.94,2003,7
2015-04-24,brotherly love,1900000,478595,478595,-1421405,-74.81,2015,4
2011-06-03,submarine,1900000,467602,4581937,2681937,141.15,2011,6
2010-04-09,the square,1900000,406216,740932,-1159068,-61.0,2010,4
2013-02-08,abcd (any body can dance),1900000,222098,10137234,8237234,433.54,2013,2
2007-06-29,chacun sa nuit,1900000,18435,139317,-1760683,-92.67,2007,6
2010-08-27,the last exorcism,1800000,41034350,70165900,68365900,3798.11,2010,8
1976-11-16,carrie,1800000,25878153,25878153,24078153,1337.68,1976,11
1984-11-09,a nightmare on elm street,1800000,25504513,25504513,23704513,1316.92,1984,11
2012-06-27,beasts of the southern wild,1800000,12795746,23265132,21465132,1192.51,2012,6
1964-01-29,dr. strangelove,1800000,9164370,9230678,7430678,412.82,1964,1
1973-01-01,battle for the planet of the apes,1800000,8800000,8800000,7000000,388.89,1973,1
1951-09-18,a streetcar named desire,1800000,8000000,8000000,6200000,344.44,1951,9
1968-08-03,hang 'em high,1800000,6800000,6800000,5000000,277.78,1968,8
2002-11-15,el crimen de padre amaro,1800000,5719000,5719000,3919000,217.72,2002,11
2001-06-15,songcatcher,1800000,3050934,3050934,1250934,69.5,2001,6
2011-08-23,higher ground,1800000,841056,842693,-957307,-53.18,2011,8
2011-04-22,pom wonderful presents: the greatest movie ever sold,1800000,638476,783733,-1016267,-56.46,2011,4
2005-01-07,travellers and magicians,1800000,506793,1322161,-477839,-26.55,2005,1
1999-06-18,lola rennt,1750000,7267324,22879194,21129194,1207.38,1999,6
2003-02-07,may,1750000,145540,634803,-1115197,-63.73,2003,2
2010-10-08,i spit on your grave,1750000,93051,1278471,-471529,-26.94,2010,10
2001-11-23,in the bedroom,1700000,35930604,42137871,40437871,2378.7,2001,11
2008-03-19,la misma luna,1700000,12590147,23271741,21571741,1268.93,2008,3
1972-06-30,conquest of the planet of the apes,1700000,9700000,9700000,8000000,470.59,1972,6
2014-02-28,the lunchbox,1700000,4231500,12231500,10531500,619.5,2014,2
2013-10-04,grace unplugged,1700000,2507159,2507159,807159,47.48,2013,10
1999-10-01,"happy, texas",1700000,2039192,2891228,1191228,70.07,1999,10
2015-12-18,saul fia,1700000,1777043,9696537,7996537,470.38,2015,12
2005-06-17,my summer of love,1700000,1000915,4727375,3027375,178.08,2005,6
2005-06-24,yes,1700000,396035,661221,-1038779,-61.1,2005,6
1953-08-05,from here to eternity,1650000,30500000,30500000,28850000,1748.48,1953,8
1938-09-01,you can't take it with you,1644000,4000000,4000000,2356000,143.31,1938,9
1999-04-09,foolish,1600000,6026908,6026908,4426908,276.68,1999,4
1949-07-26,she wore a yellow ribbon,1600000,5400000,5400000,3800000,237.5,1949,7
1974-04-07,the conversation,1600000,4420000,4420000,2820000,176.25,1974,4
2010-10-15,n-secure,1600000,2595644,2595644,995644,62.23,2010,10
2008-02-01,sukkar banat,1600000,1060591,14253760,12653760,790.86,2008,2
1989-12-31,out of the dark,1600000,419428,419428,-1180572,-73.79,1989,12
2006-01-27,bubble,1600000,145382,145382,-1454618,-90.91,2006,1
2005-09-23,dil jo bhi kahey...,1600000,129319,129319,-1470681,-91.92,2005,9
1999-01-15,mississippi mermaid,1600000,27795,2627795,1027795,64.24,1999,1
2014-09-26,two night stand,1600000,15600,868081,-731919,-45.74,2014,9
2005-11-04,i love your work,1600000,3264,3264,-1596736,-99.8,2005,11
2011-04-01,insidious,1500000,54009150,99870886,98370886,6558.06,2011,4
2016-10-21,moonlight,1500000,27854931,65245512,63745512,4249.7,2016,10
2003-09-12,cabin fever,1500000,21158188,30351664,28851664,1923.44,2003,9
2007-05-02,waitress,1500000,19097550,22217183,20717183,1381.15,2007,5
1989-09-08,kickboxer,1500000,14533681,14533681,13033681,868.91,1989,9
1988-02-26,bloodsport,1500000,11806119,11806119,10306119,687.07,1988,2
1939-10-17,mr. smith goes to washington,1500000,9000000,9000000,7500000,500.0,1939,10
2018-03-23,unsane,1500000,7690044,14244931,12744931,849.66,2018,3
1995-07-21,kids,1500000,7412216,20412216,18912216,1260.81,1995,7
2005-10-05,the squid and the whale,1500000,7372734,11191423,9691423,646.09,2005,10
2002-03-13,kissing jessica stein,1500000,7025722,9345061,7845061,523.0,2002,3
1945-10-31,spellbound,1500000,7000000,7000000,5500000,366.67,1945,10
1979-04-20,dawn of the dead,1500000,5100000,55000000,53500000,3566.67,1979,4
1994-09-23,exotica,1500000,5046118,5046118,3546118,236.41,1994,9
2013-07-26,the to do list,1500000,3491669,4128828,2628828,175.26,2013,7
2013-02-01,the gatekeepers,1500000,2408553,2592308,1092308,72.82,2013,2
1998-06-26,buffalo '66,1500000,2380606,2380606,880606,58.71,1998,6
1984-03-02,repo man,1500000,2300000,2300000,800000,53.33,1984,3
2016-10-21,iâm not ashamed,1500000,2082980,2082980,582980,38.87,2016,10
