release_date,movie,production_budget,domestic_gross,worldwide_gross,approx_profit,approx_profit_perc,year_of_release,month_of_release
1997-02-14,absolute power,50000000,50068310,50068310,68310,0.14,1997,2
2006-02-10,firewall,50000000,48751189,82751189,32751189,65.5,2006,2
1997-09-12,the game,50000000,48265581,80369970,30369970,60.74,1997,9
1997-08-22,g.i. jane,50000000,48169156,48169156,-1830844,-3.66,1997,8
2014-08-08,into the storm,50000000,47602194,150429371,100429371,200.86,2014,8
2014-10-10,the judge,50000000,47119388,76119388,26119388,52.24,2014,10
2006-04-21,silent hill,50000000,46982632,94704227,44704227,89.41,2006,4
2000-08-11,the replacements,50000000,44737059,50054511,54511,0.11,2000,8
1998-07-29,the negotiator,50000000,44705766,49105766,-894234,-1.79,1998,7
2016-08-19,war dogs,50000000,43034523,86234503,36234503,72.47,2016,8
1994-05-25,beverly hills cop iii,50000000,42586861,119180938,69180938,138.36,1994,5
1990-06-15,gremlins 2: the new batch,50000000,41476097,41476097,-8523903,-17.05,1990,6
1997-09-26,the peacemaker,50000000,41263140,62967368,12967368,25.93,1997,9
2003-10-03,out of time,50000000,41083108,55489826,5489826,10.98,2003,10
2004-11-12,bridget jones: the edge of reason,50000000,40203020,263894551,213894551,427.79,2004,11
2000-02-11,the beach,50000000,39778599,39778599,-10221401,-20.44,2000,2
2005-06-10,the adventures of sharkboy and lavagirl in 3-d,50000000,39177684,69425966,19425966,38.85,2005,6
1994-02-18,on deadly ground,50000000,38590458,38590458,-11409542,-22.82,1994,2
2009-11-25,ninja assassin,50000000,38122883,62209892,12209892,24.42,2009,11
2004-05-28,raising helen,50000000,37485528,49928680,-71320,-0.14,2004,5
2016-05-20,the nice guys,50000000,36261763,59596747,9596747,19.19,2016,5
1999-09-17,for love of the game,50000000,35188640,46112640,-3887360,-7.77,1999,9
1998-12-11,jack frost,50000000,34645374,34645374,-15354626,-30.71,1998,12
2010-06-04,marmaduke,50000000,33644788,89895930,39895930,79.79,2010,6
1996-06-28,striptease,50000000,33109743,113309743,63309743,126.62,1996,6
2010-10-15,hereafter,50000000,32746941,108660270,58660270,117.32,2010,10
2002-04-19,murder by numbers,50000000,31874869,56643267,6643267,13.29,2002,4
1995-10-06,assassins,50000000,30306268,83306268,33306268,66.61,1995,10
2016-02-12,zoolander 2,50000000,28848693,55348693,5348693,10.7,2016,2
2009-01-16,defiance,50000000,28644813,52987754,2987754,5.98,2009,1
2007-02-09,hannibal rising,50000000,27669725,80583311,30583311,61.17,2007,2
1999-10-15,the story of us,50000000,27100030,27100030,-22899970,-45.8,1999,10
2013-03-29,the host,50000000,26623701,64477051,14477051,28.95,2013,3
2003-03-28,basic,50000000,26599248,42598498,-7401502,-14.8,2003,3
2015-03-13,run all night,50000000,26461644,66961644,16961644,33.92,2015,3
2002-08-09,blood work,50000000,26199517,26199517,-23800483,-47.6,2002,8
2009-02-13,the international,50000000,25450527,53850527,3850527,7.7,2009,2
1996-08-09,escape from l.a.,50000000,25426861,25426861,-24573139,-49.15,1996,8
2004-02-27,twisted,50000000,25195050,40119848,-9880152,-19.76,2004,2
2004-12-10,the life aquatic with steve zissou,50000000,24006726,34806726,-15193274,-30.39,2004,12
1999-08-04,the iron giant,50000000,23159305,31333917,-18666083,-37.33,1999,8
2019-04-12,hellboy,50000000,21903748,40725492,-9274508,-18.55,2019,4
2011-04-08,your highness,50000000,21596445,26121638,-23878362,-47.76,2011,4
2016-09-16,snowden,50000000,21587519,35380918,-14619082,-29.24,2016,9
2011-09-30,dream house,50000000,21302340,41642166,-8357834,-16.72,2011,9
2016-06-24,free state of jones,50000000,20810036,23237252,-26762748,-53.53,2016,6
2009-09-04,gamer,50000000,20534907,42002029,-7997971,-16.0,2009,9
2005-02-25,man of the house,50000000,19699706,22099706,-27900294,-55.8,2005,2
2003-02-21,the life of david gale,50000000,19694635,28920188,-21079812,-42.16,2003,2
2013-02-14,beautiful creatures,50000000,19452138,60282876,10282876,20.57,2013,2
2005-09-30,into the blue,50000000,18782227,41982227,-8017773,-16.04,2005,9
2007-09-14,eastern promises,50000000,17181265,56077088,6077088,12.15,2007,9
1994-07-01,baby's day out,50000000,16581575,16581575,-33418425,-66.84,1994,7
1999-11-12,the messenger: the story of joan of arc,50000000,14271297,14271297,-35728703,-71.46,1999,11
1995-11-03,fair game,50000000,11497497,26097497,-23902503,-47.81,1995,11
2011-02-25,drive angry,50000000,10721033,41042583,-8957417,-17.91,2011,2
1997-11-07,mad city,50000000,10561038,10561038,-39438962,-78.88,1997,11
1995-10-13,the scarlet letter,50000000,10359006,10359006,-39640994,-79.28,1995,10
2005-10-14,domino,50000000,10169202,23574057,-26425943,-52.85,2005,10
1995-10-13,jade,50000000,9812870,9812870,-40187130,-80.37,1995,10
2009-02-27,street fighter: the legend of chun-li,50000000,8742261,12660287,-37339713,-74.68,2009,2
2002-03-29,death to smoochy,50000000,8355815,8374062,-41625938,-83.25,2002,3
2018-02-16,early man,50000000,8267544,45285890,-4714110,-9.43,2018,2
2009-11-13,the boat that rocked,50000000,8017467,37472651,-12527349,-25.05,2009,11
2004-01-30,the big bounce,50000000,6471394,6626115,-43373885,-86.75,2004,1
2000-03-03,what planet are you from?,50000000,6291602,6291602,-43708398,-87.42,2000,3
2015-04-17,child 44,50000000,1224330,8004221,-41995779,-83.99,2015,4
2009-01-23,outlander,50000000,166003,1250617,-48749383,-97.5,2009,1
2013-03-15,upside down,50000000,102118,26387039,-23612961,-47.23,2013,3
2015-10-02,shanghai,50000000,46425,15505922,-34494078,-68.99,2015,10
2001-11-02,the one,49000000,43905746,72689126,23689126,48.35,2001,11
2015-03-06,chappie,49000000,31569268,105002056,56002056,114.29,2015,3
1990-07-11,the adventures of ford fairlane,49000000,20423389,20423389,-28576611,-58.32,1990,7
2012-11-16,anna karenina,49000000,12816367,71004627,22004627,44.91,2012,11
1989-05-24,indiana jones and the last crusade,48000000,197171806,474171806,426171806,887.86,1989,5
